rsrp,main_path_delay,strongest_angle
-58.5965,17.3594,56.8757
-64.1707,17.7895,55.0114
-72.9786,24.5660,43.9965
-69.1351,20.3397,55.1399
-70.6938,22.9035,50.9966
-76.8739,24.6200,59.7293
-65.9137,22.0288,36.4820
-59.6855,12.3307,46.4413
-57.6012,16.5550,50.3954
-75.8105,23.2924,30.8495
-73.2980,16.8111,46.0154
-83.6097,27.5377,48.1007
-73.9107,27.4451,44.7620
-67.9480,21.4414,60.9082
-68.7399,14.6614,45.8942
-66.6413,19.8708,38.5036
-76.4656,11.5153,49.8114
-76.6760,16.7874,50.0952
-61.3663,14.8221,41.4871
-73.1516,22.5293,34.6000
-76.4180,22.1002,38.9675
-78.2287,19.9441,35.8367
-72.1881,26.4190,43.2332
-71.0966,17.6473,29.7877
-68.5815,25.0846,57.6260
-47.1726,18.5227,47.0175
-78.8001,29.2599,54.9155
-62.3140,22.9832,43.6731
-90.3030,26.2503,51.6774
-67.9388,15.8678,53.6752
-67.6105,21.0028,33.9308
-78.9759,19.5527,43.9387
-78.3204,28.6729,40.6138
-70.5232,21.3005,59.7213
-76.2011,19.0715,32.2548
-61.6090,22.1306,46.5850
-67.7249,29.0799,43.8993
-74.6710,17.1055,55.3097
-65.2949,22.4009,38.5156
-65.6281,23.0044,46.0605
-71.0541,22.3674,48.9953
-73.8392,18.4395,27.8480
-65.2203,19.4513,60.4954
-84.2747,20.8480,50.9299
-75.5888,22.4149,47.8319
-65.7639,18.8333,13.2323
-69.3529,20.4704,37.6882
-80.6024,22.6147,48.9644
-57.3659,15.9675,56.8552
-69.8631,17.5186,49.9922
-62.9880,17.3739,60.7041
-69.8495,13.8347,33.6133
-61.4243,17.2354,45.8904
-69.1524,19.4378,54.7937
-73.8552,14.4516,21.9859
-70.9478,18.6797,57.3826
-75.6328,25.1161,42.1096
-56.2345,15.1314,40.9885
-64.5710,25.9422,53.4394
-80.6810,25.4415,44.9070
-83.0250,17.2059,41.5162
-76.3937,26.5296,50.3688
-60.8849,15.5990,28.2993
-66.3827,20.1702,53.6323
-64.7188,20.7794,53.0118
-69.3866,21.0258,64.7846
-59.6825,14.7403,29.1803
-59.1417,17.8180,43.6835
-73.9051,21.6355,40.8610
-79.5228,11.0751,21.0809
-78.4336,26.1235,35.6231
-70.1881,25.6075,58.1388
-74.4561,23.5566,41.2449
-85.5074,24.7872,46.1013
-77.0165,21.0300,48.3365
-68.6679,15.1590,43.2532
-67.5556,23.7691,42.8410
-78.6658,22.1218,57.3697
-74.7644,22.5293,55.4827
-61.5332,26.7232,47.8335
-58.7383,26.7615,36.7258
-67.5198,21.1759,38.1547
-72.6336,9.9601,52.1037
-63.2088,25.7544,58.4868
-74.8395,19.2001,60.4361
-61.3627,16.3123,21.3960
-71.8308,14.6575,45.6265
-62.2330,12.7644,47.7482
-79.7261,32.4120,45.5159
-66.1986,14.7798,23.6724
-77.6708,15.2164,56.7262
-79.1805,24.1350,49.2148
-70.8924,7.5677,39.5034
-62.2341,22.6865,46.4958
-81.4952,20.6302,47.5370
-73.8890,22.1657,37.8971
-86.0621,16.7839,38.0969
-60.2480,23.5975,44.4944
-74.3742,22.7912,59.9414
-77.7365,16.8044,56.5076
-66.1533,17.8077,56.5527
-65.5872,15.2859,47.7466
-70.0575,28.2634,51.0740
-66.1319,20.6665,50.2096
-81.1132,12.7280,48.8934
-66.8022,17.9826,25.0191
-78.7023,22.6891,46.2690
-75.1309,15.3551,47.6648
-71.2068,19.2033,39.9565
-68.7980,21.4135,38.7366
-56.6985,17.0561,46.6631
-82.4125,15.0051,54.2046
-64.1888,21.0734,38.2746
-67.1709,15.0353,55.7004
-91.0315,18.0750,37.0276
-59.6410,19.0101,57.3738
-58.4348,22.2738,28.6202
-76.0308,17.5042,49.0050
-66.9629,13.3520,52.8458
-78.1176,18.2306,47.5741
-71.0382,27.8443,56.3936
-80.5523,14.3714,56.4978
-69.0937,23.1418,45.2508
-60.1556,23.8583,52.8646
-75.4137,23.0371,28.8979
-71.9261,16.8228,37.2329
-77.4943,9.9620,57.3841
-71.7023,19.1138,50.0123
-61.4786,26.6841,40.6840
-68.4962,15.4733,52.3279
-69.8316,24.5455,53.2730
-63.7464,22.6808,45.8703
-79.9415,21.6454,61.8343
-73.4712,16.6131,51.1805
-56.6056,14.7947,20.8413
-74.9186,20.4985,43.5720
-72.0824,17.4866,38.5313
-76.6175,21.7999,50.7248
-82.6826,27.9095,49.4151
-65.5682,18.5857,47.5481
-78.9888,27.9170,59.1490
-71.9163,13.4063,41.9416
-65.2697,18.0310,37.0436
-68.7131,15.6309,58.3525
-62.4359,23.3190,37.9212
-68.3453,25.5469,24.0688
-68.3542,27.0311,63.1151
-77.6045,21.3811,55.4432
-60.3533,10.8017,24.9042
-68.7657,22.4916,43.7543
-72.6229,26.3901,59.7751
-74.7375,20.7885,33.4312
-56.1161,12.9788,34.2991
-77.1185,14.7576,57.7756
-51.4268,21.3034,41.6395
-64.2260,15.4649,58.3776
-70.2916,22.1028,38.0874
-71.6354,11.9019,45.1872
-62.8780,10.7423,34.9017
-73.8092,18.4517,44.0973
-70.3606,21.4187,44.6449
-83.4554,21.5685,57.0342
-67.9355,11.1327,47.3232
-66.1972,15.0537,45.7619
-59.7885,28.0869,46.2650
-65.9404,19.1744,40.9015
-58.9200,24.8123,51.1700
-74.2124,27.3363,55.4047
-80.3334,25.4429,46.6831
-67.7722,9.9147,30.3685
-62.0838,16.1651,53.1245
-80.6173,12.6238,64.1075
-62.7248,19.3582,47.2371
-75.6688,21.7800,56.7943
-73.3238,22.4282,28.0778
-55.5878,25.0229,44.7000
-72.6754,27.0550,39.9523
-67.0420,18.4306,35.7727
-61.6893,17.9389,49.6419
-72.7786,19.3277,43.2895
-75.2389,23.6666,44.1321
-63.0981,23.7341,57.2228
-73.9322,23.3185,43.2560
-70.1790,16.4278,40.2555
-64.9588,18.2900,37.7053
-63.2136,21.7841,32.8148
-69.1543,25.6411,55.9620
-74.2973,14.4464,41.3444
-59.2474,23.7187,22.0631
-63.1300,8.9108,64.3257
-63.2371,18.0271,46.0695
-64.7119,17.5329,49.6353
-71.0364,18.7460,60.2502
-86.3101,20.2352,31.0692
-71.4568,16.4595,70.4628
-74.1138,19.3151,38.8158
-62.8848,17.4493,38.4501
-55.0369,23.9047,47.6897
-50.7009,16.8350,36.8740
-76.3479,26.0158,38.8118
-60.4780,16.8529,26.8534
-76.4130,21.4357,56.9231
-59.5893,21.8321,51.8408
-91.1554,21.3133,45.3854
-72.4718,16.6705,53.7973
-60.8859,29.8229,43.0524
-76.3684,29.4262,41.7958
-74.1648,13.0640,49.2012
-65.1544,24.2180,47.2312
-65.6470,22.7715,50.1439
-60.5725,24.2624,46.8880
-74.2978,24.0148,39.2286
-71.1814,16.4189,66.3293
-77.7694,23.3196,51.7629
-62.9902,19.8019,45.8389
-71.5746,6.4098,37.3576
-59.0878,15.9187,46.3501
-48.8993,15.1591,39.9537
-72.0165,10.0077,36.3173
-81.4292,22.7195,42.5290
-87.0601,24.0507,54.7209
-72.8936,24.7336,50.8737
-77.3150,21.4062,46.8470
-76.6811,14.8669,49.0791
-51.5463,19.8136,47.1029
-78.4356,18.7022,42.9767
-73.0138,16.7209,44.5134
-74.5037,26.2073,65.4989
-76.0907,18.1820,49.3359
-65.3353,16.1826,39.2916
-65.3071,11.8084,67.1506
-67.5884,18.4795,43.4966
-78.5871,29.0125,44.1610
-73.4807,28.7851,55.3194
-71.5555,22.1812,41.6784
-72.8977,18.8952,47.9743
-61.2409,29.8877,23.2742
-51.4213,25.1218,45.1653
-73.4404,10.6596,56.9442
-78.7567,23.2593,40.8527
-83.0058,22.0921,49.8635
-77.4864,24.2970,63.0541
-66.0748,22.1570,37.6620
-78.3149,17.9695,45.6900
-69.9060,19.0055,69.9174
-65.4309,15.1185,32.9942
-83.9085,14.9523,50.7872
-72.2819,16.5357,50.8963
-65.6063,21.8570,44.8677
-70.2940,13.4070,26.5478
-76.4514,16.0566,36.8106
-71.3857,17.6298,31.9540
-70.8231,21.6800,40.0746
-63.4474,21.5773,48.8945
-72.9883,22.0674,51.8249
